product_id,product_category_name,month_year,qty,total_price,freight_price,unit_price,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_score,customers,weekday,weekend,holiday,month,year,s,volume,comp_1,ps1,fp1,comp_2,ps2,fp2,comp_3,ps3,fp3,lag_price,comp1_diff,comp2_diff,comp3_diff,fp1_diff,fp2_diff,fp3_diff
health3,health_beauty,01-08-2018,32,3935.68,36.941875,122.99,50,1257,1,700,4.1,127,23,8,1,8,2018,20.51282051,5700,23.99,4.3,16.77,82.82142857,4.1,12.41857143,58.99,3.9,12.08333333,122.99,99.0,40.16857143,63.99999999999999,20.171875000000004,24.523303570000003,24.85854167
perfumery1,perfumery,01-06-2017,4,227.96,18.4525,56.99,54,1536,2,250,4.3,4,22,8,1,6,2017,4.166666667,3360,56.99,4.3,18.4525,56.99,4.3,18.4525,56.99,4.3,18.4525,56.94,0.0,0.0,0.0,0.0,0.0,0.0
perfumery1,perfumery,01-07-2017,7,398.93,11.75,56.99,54,1536,2,250,4.3,7,21,10,1,7,2017,13.16964286,3360,56.99,4.3,11.75,56.99,4.3,11.75,56.99,4.3,11.75,56.99,0.0,0.0,0.0,0.0,0.0,0.0
perfumery1,perfumery,01-08-2017,7,398.93,13.58857143,56.99,54,1536,2,250,4.3,8,23,8,1,8,2017,8.407738095,3360,56.99,4.3,13.58857143,142.5,4.4,15.75,56.99,4.3,13.58857143,56.99,0.0,-85.50999999999999,0.0,0.0,-2.16142857,0.0
perfumery1,perfumery,01-09-2017,17,968.83,13.74117647,56.99,54,1536,2,250,4.3,18,21,9,1,9,2017,17.70833333,3360,56.99,4.3,13.74117647,142.5,4.4,9.19,56.99,4.3,13.74117647,56.99,0.0,-85.50999999999999,0.0,0.0,4.55117647,0.0
perfumery1,perfumery,01-10-2017,17,968.83,12.29294118,56.99,54,1536,2,250,4.3,19,22,9,2,10,2017,17.70833333,3360,56.99,4.3,12.29294118,142.5,4.4,17.15,56.99,4.3,12.29294118,56.99,0.0,-85.50999999999999,0.0,0.0,-4.857058819999999,0.0
perfumery1,perfumery,01-11-2017,20,1139.8,12.714,56.99,54,1536,2,250,4.3,27,22,8,4,11,2017,20.83333333,3360,56.99,4.3,12.714,118.05,4.4,14.29375,56.99,4.3,12.714,56.99,0.0,-61.059999999999995,0.0,0.0,-1.5797499999999989,0.0
perfumery1,perfumery,01-12-2017,24,1367.76,13.82,56.99,54,1536,2,250,4.3,34,21,10,1,12,2017,25.0,3360,56.99,4.3,13.82,118.0,4.4,11.02666667,56.99,4.3,13.82,56.99,0.0,-61.01,0.0,0.0,2.793333330000001,0.0
perfumery1,perfumery,01-01-2018,10,569.9,12.215,56.99,54,1536,2,250,4.3,15,23,8,2,1,2018,23.80952381,3360,56.99,4.3,12.215,117.9,4.4,14.03833333,56.99,4.3,12.215,56.99,0.0,-60.910000000000004,0.0,0.0,-1.8233333300000005,0.0
perfumery1,perfumery,01-02-2018,4,227.96,14.5575,56.99,54,1536,2,250,4.3,12,20,8,2,2,2018,9.523809524,3360,56.99,4.3,14.5575,117.8888889,4.4,13.88090909,56.99,4.3,14.5575,56.99,0.0,-60.898888899999996,0.0,0.0,0.6765909099999998,0.0
perfumery1,perfumery,01-03-2018,14,706.86,15.19642857,50.49,54,1536,2,250,4.3,18,22,9,1,3,2018,33.33333333,3360,50.49,4.3,15.19642857,117.7,4.4,15.175,50.49,4.3,15.19642857,56.99,0.0,-67.21000000000001,0.0,0.0,0.021428569999999425,0.0
perfumery1,perfumery,01-04-2018,2,99.98,13.665,49.99,54,1536,2,250,4.3,10,21,9,1,4,2018,4.761904762,3360,49.99,4.3,13.665,117.975,4.4,21.65,49.99,4.3,13.665,50.49,0.0,-67.98499999999999,0.0,0.0,-7.984999999999999,0.0
perfumery1,perfumery,01-07-2018,8,399.92,12.5225,49.99,54,1536,2,250,4.3,13,22,9,1,7,2018,13.16964286,3360,49.99,4.3,12.5225,118.7,4.4,15.978,49.99,4.3,12.5225,49.94,0.0,-68.71000000000001,0.0,0.0,-3.455499999999999,0.0
perfumery1,perfumery,01-08-2018,4,199.96,12.28,49.99,54,1536,2,250,4.3,19,23,8,1,8,2018,8.407738095,3360,49.99,4.3,12.28,116.9066667,4.4,17.79058824,49.99,4.3,12.28,49.99,0.0,-66.91666670000001,0.0,0.0,-5.510588240000002,0.0
cool5,cool_stuff,01-04-2017,2,199.98,21.17,99.99,54,995,1,4475,4.3,33,20,10,2,4,2017,9.703196347,32736,99.99,4.2,14.20235294,129.99,4.3,17.39642857,99.99,4.3,21.17,99.94,0.0,-30.000000000000014,0.0,6.967647060000001,3.7735714300000005,0.0
cool5,cool_stuff,01-05-2017,18,1799.82,15.57722222,99.99,54,995,1,4475,4.3,58,23,8,1,5,2017,24.65753425,32736,99.99,4.2,15.02090909,129.99,4.3,18.27277778,99.99,4.3,15.57722222,99.99,0.0,-30.000000000000014,0.0,0.5563131299999995,-2.695555559999999,0.0
cool5,cool_stuff,01-06-2017,11,1099.89,20.49090909,99.99,54,995,1,4475,4.3,42,22,8,1,6,2017,15.06849315,32736,99.99,4.2,13.82642857,129.99,4.3,17.06117647,99.99,4.3,20.49090909,99.99,0.0,-30.000000000000014,0.0,6.66448052,3.4297326199999993,0.0
cool5,cool_stuff,01-07-2017,14,1399.86,19.91214286,99.99,54,995,1,4475,4.3,42,21,10,1,7,2017,19.17808219,32736,99.99,4.2,16.52909091,129.99,4.3,18.715625,99.99,4.3,19.91214286,99.99,0.0,-30.000000000000014,0.0,3.3830519499999987,1.1965178600000002,0.0
cool5,cool_stuff,01-08-2017,8,799.92,18.22875,99.99,54,995,1,4475,4.3,39,23,8,1,8,2017,10.95890411,32736,99.99,4.2,18.975,116.9275,4.3,19.02125,99.99,4.3,18.22875,99.99,0.0,-16.9375,0.0,-0.7462499999999999,-0.7924999999999969,0.0
cool5,cool_stuff,01-09-2017,6,599.94,17.78166667,99.99,54,995,1,4475,4.3,10,21,9,1,9,2017,8.219178082,32736,99.99,4.2,15.93333333,99.99,4.3,17.78166667,29.5,4.4,11.73,99.99,0.0,0.0,70.49,1.84833334,0.0,6.0516666699999995
cool5,cool_stuff,01-10-2017,9,899.91,18.51888889,99.99,54,995,1,4475,4.3,33,22,9,2,10,2017,12.32876712,32736,99.99,4.2,16.95,119.99,4.3,19.997,99.99,4.3,18.51888889,99.99,0.0,-20.0,0.0,1.5688888900000002,-1.4781111100000004,0.0
cool5,cool_stuff,01-11-2017,2,199.98,17.45,99.99,54,995,1,4475,4.3,42,22,8,4,11,2017,2.739726027,32736,99.99,4.2,16.1875,129.99,4.3,22.67444444,99.99,4.3,17.45,99.99,0.0,-30.000000000000014,0.0,1.2624999999999993,-5.224444439999999,0.0
cool5,cool_stuff,01-12-2017,3,299.97,17.95,99.99,54,995,1,4475,4.3,38,21,10,1,12,2017,4.109589041,32736,99.99,4.2,15.26666667,129.99,4.3,25.59,99.99,4.3,17.95,99.99,0.0,-30.000000000000014,0.0,2.68333333,-7.640000000000001,0.0
cool5,cool_stuff,01-01-2018,6,599.94,15.90166667,99.99,54,995,1,4475,4.3,102,23,8,2,1,2018,25.0,32736,99.99,4.2,16.54,129.99,4.3,17.41,29.5,4.4,16.53263158,99.99,0.0,-30.000000000000014,70.49,-0.63833333,-1.508333330000001,-0.6309649100000012
cool5,cool_stuff,01-02-2018,9,899.91,19.08111111,99.99,54,995,1,4475,4.3,20,20,8,2,2,2018,37.5,32736,99.99,4.2,13.72,129.99,4.3,16.71,99.99,4.3,19.08111111,99.99,0.0,-30.000000000000014,0.0,5.361111109999998,2.3711111099999975,0.0
cool5,cool_stuff,01-03-2018,5,489.76,17.592,97.952,54,995,1,4475,4.3,45,22,9,1,3,2018,20.83333333,32736,99.99,4.2,20.78,129.99,4.3,18.49,35.0,4.4,16.25615385,99.99,-2.0379999999999967,-32.03800000000001,62.952,-3.1880000000000024,-0.8979999999999997,1.3358461499999983
cool5,cool_stuff,01-04-2018,4,338.77,18.195,84.6925,54,995,1,4475,4.3,18,21,9,1,4,2018,9.703196347,32736,89.86333333,4.2,19.87666667,129.99,4.3,23.49,35.0,4.4,14.845,97.952,-5.170833330000008,-45.297500000000014,49.692499999999995,-1.6816666699999985,-5.294999999999998,3.3499999999999996
health8,health_beauty,01-03-2017,6,539.94,13.02,89.99,59,492,3,250,4.1,25,23,8,1,3,2017,9.134440538,3960,19.99,4.3,13.81888889,89.99,4.1,13.02,64.99,3.9,17.26222222,89.94,70.0,0.0,25.0,-0.7988888900000006,0.0,-4.242222220000002
health8,health_beauty,01-05-2017,6,539.94,16.09833333,89.99,59,492,3,250,4.1,41,23,8,1,5,2017,9.134440538,3960,19.99,4.3,14.8475,89.99,4.1,16.09833333,64.99,3.9,14.811875,89.94,70.0,0.0,25.0,1.250833329999999,0.0,1.2864583299999985
health8,health_beauty,01-06-2017,9,809.91,14.16333333,89.99,59,492,3,250,4.1,53,22,8,1,6,2017,8.83440417,3960,19.99,4.3,12.68333333,89.99,4.1,14.16333333,58.79952381,3.9,13.90333333,89.99,70.0,0.0,31.19047619,1.4800000000000004,0.0,0.2599999999999998
health8,health_beauty,01-07-2017,17,1529.83,12.11882353,89.99,59,492,3,250,4.1,61,21,10,1,7,2017,10.24669657,3960,19.99,4.3,11.13517241,89.99,4.1,12.11882353,59.25666667,3.9,17.998,89.99,70.0,0.0,30.733333329999994,0.9836511200000011,0.0,-5.879176470000001
health8,health_beauty,01-08-2017,18,1619.82,13.41055556,89.99,59,492,3,250,4.1,82,23,8,1,8,2017,9.261728694,3960,23.39740741,4.3,14.27678571,89.99,4.1,13.41055556,58.99,3.9,16.24090909,89.99,66.59259259,0.0,30.999999999999993,-0.8662301499999998,0.0,-2.8303535299999982
health8,health_beauty,01-09-2017,21,1889.79,13.96428571,89.99,59,492,3,250,4.1,89,21,9,1,9,2017,14.38356164,3960,23.99,4.3,16.12,89.99,4.1,13.96428571,58.99,3.9,15.6392,89.99,66.0,0.0,30.999999999999993,-2.1557142900000006,0.0,-1.6749142900000002
health8,health_beauty,01-10-2017,24,2159.76,16.56291667,89.99,59,492,3,250,4.1,81,22,9,2,10,2017,16.43835616,3960,23.99,4.3,13.13666667,89.99,4.1,16.56291667,58.99,3.9,19.06526316,89.99,66.0,0.0,30.999999999999993,3.4262499999999996,0.0,-2.5023464900000008
health8,health_beauty,01-11-2017,26,2339.74,16.99038462,89.99,59,492,3,250,4.1,139,22,8,4,11,2017,17.80821918,3960,23.99,4.3,12.37535714,89.99,4.1,16.99038462,58.99,3.9,15.71166667,89.99,66.0,0.0,30.999999999999993,4.61502748,0.0,1.2787179500000008
health8,health_beauty,01-12-2017,19,1709.81,15.89473684,89.99,59,492,3,250,4.1,112,21,10,1,12,2017,13.01369863,3960,23.99,4.3,12.45684211,89.99,4.1,15.89473684,58.99,3.9,16.33222222,89.99,66.0,0.0,30.999999999999993,3.43789473,0.0,-0.43748537999999826
health8,health_beauty,01-01-2018,20,1799.8,14.811,89.99,59,492,3,250,4.1,98,23,8,2,1,2018,17.69911504,3960,23.99,4.3,11.28736842,89.99,4.1,14.811,58.99,3.9,22.67833333,89.99,66.0,0.0,30.999999999999993,3.52363158,0.0,-7.867333330000001
health8,health_beauty,01-02-2018,17,1529.83,16.30764706,89.99,59,492,3,250,4.1,126,20,8,2,2,2018,15.04424779,3960,23.99,4.3,12.55,89.99,4.1,16.30764706,58.99,3.9,19.575,89.99,66.0,0.0,30.999999999999993,3.75764706,0.0,-3.2673529399999985
health8,health_beauty,01-03-2018,16,1339.84,11.876875,83.74,59,492,3,250,4.1,169,22,9,1,3,2018,9.134440538,3960,23.99,4.3,14.19875,83.74,4.1,11.876875,58.99,3.9,15.228,89.99,59.75,0.0,24.749999999999993,-2.3218750000000004,0.0,-3.3511249999999997
health8,health_beauty,01-04-2018,14,1119.86,14.485,79.99,59,492,3,250,4.1,118,21,9,1,4,2018,12.38938053,3960,79.99,4.1,14.485,79.99,4.1,14.485,58.99,3.9,16.30272727,83.74,0.0,0.0,20.999999999999993,0.0,0.0,-1.817727269999999
health8,health_beauty,01-05-2018,16,1279.84,21.943125,79.99,59,492,3,250,4.1,159,23,8,3,5,2018,9.134440538,3960,23.99,4.3,7.988571429,79.99,4.1,21.943125,58.99,3.9,9.4225,79.99,56.0,0.0,20.999999999999993,13.954553570999998,0.0,12.520624999999999
health8,health_beauty,01-06-2018,13,1039.87,13.36230769,79.99,59,492,3,250,4.1,131,21,9,0,6,2018,8.83440417,3960,23.99,4.3,16.27,79.99,4.1,13.36230769,58.99,3.9,16.43,79.99,56.0,0.0,20.999999999999993,-2.90769231,0.0,-3.06769231
health8,health_beauty,01-07-2018,10,799.9,16.745,79.99,59,492,3,250,4.1,113,22,9,1,7,2018,10.24669657,3960,23.99,4.3,18.81,79.99,4.1,16.745,58.99,3.9,7.67,79.99,56.0,0.0,20.999999999999993,-2.0649999999999977,0.0,9.075000000000001
health8,health_beauty,01-08-2018,7,579.75,12.41857143,82.82142857,59,492,3,250,4.1,127,23,8,1,8,2018,9.261728694,3960,23.99,4.3,16.77,82.82142857,4.1,12.41857143,58.99,3.9,12.08333333,79.99,58.83142857,0.0,23.831428569999993,-4.3514285699999995,0.0,0.33523809999999976
garden4,garden_tools,01-07-2017,13,778.7,15.39230769,59.9,57,366,2,1650,4.1,74,21,10,1,7,2017,4.072301967,19800,59.9,4.1,16.62642857,59.9,4.2,16.11157895,59.9,4.1,15.39230769,59.85,0.0,0.0,0.0,-1.2341208800000008,-0.7192712599999975,0.0
garden4,garden_tools,01-08-2017,23,1377.7,18.05043478,59.9,57,366,2,1650,4.1,113,23,8,1,8,2017,7.387028177,19800,59.9,4.1,18.16230769,59.9,4.2,17.68111111,59.9,4.1,18.05043478,59.9,0.0,0.0,0.0,-0.11187290999999888,0.36932367,0.0
garden4,garden_tools,01-09-2017,13,778.7,16.29461538,59.9,57,366,2,1650,4.1,115,21,9,1,9,2017,6.565656566,19800,59.9,4.1,17.18702703,59.9,4.2,16.81176471,59.9,4.1,16.29461538,59.9,0.0,0.0,0.0,-0.8924116499999997,-0.5171493299999987,0.0
garden4,garden_tools,01-10-2017,36,2156.4,16.81416667,59.9,57,366,2,1650,4.1,146,22,9,2,10,2017,18.18181818,19800,59.9,4.1,18.06589744,59.9,4.2,17.59548387,59.9,4.1,16.81416667,59.9,0.0,0.0,0.0,-1.2517307700000018,-0.7813172000000002,0.0
garden4,garden_tools,01-11-2017,69,3711.7,18.27550725,53.78571429,57,366,2,1650,4.1,339,22,8,4,11,2017,34.84848485,19800,52.40694444,4.1,17.06747253,53.64828125,4.2,16.07586207,53.78571429,4.1,18.27550725,59.9,1.3787698500000047,0.13743304000000478,0.0,1.2080347200000006,2.199645180000001,0.0
garden4,garden_tools,01-12-2017,44,2468.6,17.26727273,55.75,57,366,2,1650,4.1,184,21,10,1,12,2017,22.22222222,19800,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,53.78571429,0.6499999999999986,0.32500000000000284,0.0,1.5076648899999991,-1.9171022700000009,0.0
garden4,garden_tools,01-01-2018,39,1946.1,16.50512821,49.9,57,366,2,1650,4.1,137,23,8,2,1,2018,20.52631579,19800,49.9,4.1,19.495,49.9,4.2,15.84103448,49.9,4.1,16.50512821,55.75,0.0,0.0,0.0,-2.9898717900000022,0.6640937299999994,0.0
garden4,garden_tools,01-02-2018,48,2411.2,18.281875,50.35714286,57,366,2,1650,4.1,160,20,8,2,2,2018,25.26315789,19800,50.54516129,4.1,16.61153846,50.9,4.2,17.51944444,50.35714286,4.1,18.281875,49.9,-0.18801842999999963,-0.5428571399999953,0.0,1.670336540000001,0.7624305599999985,0.0
garden4,garden_tools,01-03-2018,26,1401.4,19.02423077,53.9,57,366,2,1650,4.1,116,22,9,1,3,2018,13.68421053,19800,53.9,4.1,20.35967742,53.9,4.2,21.85285714,53.9,4.1,19.02423077,50.35714286,0.0,0.0,0.0,-1.3354466500000015,-2.828626370000002,0.0
garden4,garden_tools,01-04-2018,28,1509.2,19.07142857,53.9,57,366,2,1650,4.1,111,21,9,1,4,2018,14.73684211,19800,53.9,4.1,5.28173913,53.9,4.2,19.46846154,53.9,4.1,19.07142857,53.9,0.0,0.0,0.0,13.789689439999998,-0.3970329700000015,0.0
garden4,garden_tools,01-05-2018,25,1319.5,12.98,53.05789474,57,366,2,1650,4.1,102,23,8,3,5,2018,13.15789474,19800,53.41515152,4.1,10.75303571,53.70952381,4.2,13.51034483,53.05789474,4.1,12.98,53.9,-0.35725678000000016,-0.6516290699999985,0.0,2.2269642899999997,-0.5303448299999989,0.0
garden4,garden_tools,01-06-2018,15,748.5,22.87866667,49.9,57,366,2,1650,4.1,58,21,9,0,6,2018,7.894736842,19800,49.9,4.1,19.89083333,49.9,4.2,23.25166667,49.9,4.1,22.87866667,53.05789474,0.0,0.0,0.0,2.9878333400000017,-0.37299999999999756,0.0
garden4,garden_tools,01-07-2018,3,149.7,20.99,49.9,57,366,2,1650,4.1,54,22,9,1,7,2018,4.072301967,19800,49.91,4.1,28.37333333,49.9,4.2,33.28142857,49.9,4.1,20.99,49.9,-0.00999999999999801,0.0,0.0,-7.383333330000003,-12.291428570000004,0.0
garden4,garden_tools,01-08-2018,6,299.4,32.32,49.9,57,366,2,1650,4.1,46,23,8,1,8,2018,7.387028177,19800,49.91,4.1,20.32833333,49.9,4.2,36.442,49.9,4.1,32.32,49.9,-0.00999999999999801,0.0,0.0,11.99166667,-4.122,0.0
computers5,computers_accessories,01-10-2017,1,167.0,14.92,167.0,33,300,1,207,3.5,31,22,9,2,10,2017,33.33333333,2926,154.6958824,4.2,43.88117647,167.0,3.5,14.92,167.0,3.5,14.92,166.95,12.304117600000012,0.0,0.0,-28.961176469999998,0.0,0.0
computers5,computers_accessories,01-12-2017,2,239.8,13.44,119.9,33,300,1,207,3.5,35,21,10,1,12,2017,66.66666667,2926,149.99,4.2,38.57,119.9,3.5,13.44,109.9,3.5,25.24916667,119.85,-30.090000000000003,0.0,10.0,-25.130000000000003,0.0,-11.809166670000002
computers5,computers_accessories,01-01-2018,57,5453.96,12.23912281,93.09489362,33,300,1,207,3.5,152,23,8,2,1,2018,45.96774194,2926,156.5113514,4.2,36.8072093,150.3545455,4.3,22.54772727,97.6425,3.5,14.84655172,119.9,-63.41645778,-57.25965188000001,-4.547606380000005,-24.56808649,-10.30860446,-2.607428910000001
computers5,computers_accessories,01-02-2018,45,3465.8,11.51311111,77.155,33,300,1,207,3.5,202,20,8,2,2,2018,36.29032258,2926,149.0,4.2,41.16322581,149.9,4.3,26.55289855,78.7122807,3.5,14.53591549,93.09489362,-71.845,-72.745,-1.5572806999999926,-29.6501147,-15.039787439999998,-3.02280438
computers5,computers_accessories,01-03-2018,6,528.0,17.55333333,88.0,33,300,1,207,3.5,127,22,9,1,3,2018,4.838709677,2926,136.1428571,4.2,48.0475,149.9,4.3,28.47588235,81.02391304,3.5,18.22148148,77.155,-48.142857099999986,-61.900000000000006,6.9760869600000035,-30.49416667,-10.922549019999998,-0.6681481500000004
computers5,computers_accessories,01-04-2018,10,880.0,10.869,88.0,33,300,1,207,3.5,107,21,9,1,4,2018,8.064516129,2926,120.9230769,4.2,27.25303571,149.9,4.3,30.22742857,80.66666667,3.5,18.17230769,88.0,-32.9230769,-61.900000000000006,7.333333330000002,-16.38403571,-19.35842857,-7.3033076900000005
computers5,computers_accessories,01-06-2018,3,269.7,21.82666667,89.9,33,300,1,207,3.5,66,21,9,0,6,2018,2.419354839,2926,114.4911538,4.2,53.62555556,149.9,4.3,27.62666667,78.9,3.5,17.328,89.85,-24.5911538,-60.0,11.0,-31.79888889,-5.799999999999997,4.498666670000002
computers5,computers_accessories,01-07-2018,3,236.7,13.41333333,78.9,33,300,1,207,3.5,43,22,9,1,7,2018,2.419354839,2926,119.99,4.2,48.62666667,149.9,4.3,33.57153846,77.9,3.5,14.63857143,89.9,-41.08999999999999,-71.0,1.0,-35.21333334,-20.15820513,-1.2252381000000003
garden10,garden_tools,01-05-2017,3,179.7,26.24666667,59.9,59,341,2,1750,4.2,34,23,8,1,5,2017,9.115164065,32560,59.9,4.1,19.7325,59.9,4.2,26.24666667,59.9,4.2,26.24666667,59.85,0.0,0.0,0.0,6.514166669999998,0.0,0.0
garden10,garden_tools,01-06-2017,3,179.7,16.26,59.9,59,341,2,1750,4.2,26,22,8,1,6,2017,2.429117553,32560,59.9,4.1,17.67,59.9,4.2,16.26,59.9,4.2,16.26,59.9,0.0,0.0,0.0,-1.4100000000000001,0.0,0.0
garden10,garden_tools,01-07-2017,19,1138.1,16.11157895,59.9,59,341,2,1750,4.2,74,21,10,1,7,2017,8.407666985,32560,59.9,4.1,16.62642857,59.9,4.2,16.11157895,59.9,4.1,15.39230769,59.9,0.0,0.0,0.0,-0.5148496200000032,0.0,0.7192712599999975
garden10,garden_tools,01-08-2017,27,1617.3,17.68111111,59.9,59,341,2,1750,4.2,113,23,8,1,8,2017,9.071360306,32560,59.9,4.1,18.16230769,59.9,4.2,17.68111111,59.9,4.1,18.05043478,59.9,0.0,0.0,0.0,-0.4811965799999989,0.0,-0.36932367
garden10,garden_tools,01-09-2017,17,1018.3,16.81176471,59.9,59,341,2,1750,4.2,115,21,9,1,9,2017,7.762557078,32560,59.9,4.1,17.18702703,59.9,4.2,16.81176471,59.9,4.1,16.29461538,59.9,0.0,0.0,0.0,-0.3752623200000009,0.0,0.5171493299999987
garden10,garden_tools,01-10-2017,31,1856.9,17.59548387,59.9,59,341,2,1750,4.2,146,22,9,2,10,2017,14.15525114,32560,59.9,4.1,18.06589744,59.9,4.2,17.59548387,59.9,4.1,16.81416667,59.9,0.0,0.0,0.0,-0.4704135700000016,0.0,0.7813172000000002
garden10,garden_tools,01-11-2017,87,4712.19,16.07586207,53.64828125,59,341,2,1750,4.2,339,22,8,4,11,2017,39.7260274,32560,52.40694444,4.1,17.06747253,53.64828125,4.2,16.07586207,53.78571429,4.1,18.27550725,59.9,1.24133681,0.0,-0.13743304000000478,-0.9916104600000004,0.0,-2.199645180000001
garden10,garden_tools,01-12-2017,32,1769.7,19.184375,55.425,59,341,2,1750,4.2,184,21,10,1,12,2017,14.61187215,32560,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,53.64828125,0.32499999999999574,0.0,-0.32500000000000284,3.42476716,0.0,1.9171022700000009
garden10,garden_tools,01-01-2018,29,1447.1,15.84103448,49.9,59,341,2,1750,4.2,137,23,8,2,1,2018,16.86046512,32560,49.9,4.1,19.495,49.9,4.2,15.84103448,49.9,4.1,16.50512821,55.425,0.0,0.0,0.0,-3.6539655200000016,0.0,-0.6640937299999994
garden10,garden_tools,01-02-2018,36,1828.4,17.51944444,50.9,59,341,2,1750,4.2,160,20,8,2,2,2018,20.93023256,32560,50.54516129,4.1,16.61153846,50.9,4.2,17.51944444,50.35714286,4.1,18.281875,49.9,0.35483870999999567,0.0,0.5428571399999953,0.9079059800000024,0.0,-0.7624305599999985
garden10,garden_tools,01-03-2018,35,1886.5,21.85285714,53.9,59,341,2,1750,4.2,116,22,9,1,3,2018,20.34883721,32560,53.9,4.1,20.35967742,53.9,4.2,21.85285714,53.9,4.1,19.02423077,50.9,0.0,0.0,0.0,1.4931797200000005,0.0,2.828626370000002
garden10,garden_tools,01-04-2018,13,700.7,19.46846154,53.9,59,341,2,1750,4.2,111,21,9,1,4,2018,7.558139535,32560,53.9,4.1,5.28173913,53.9,4.2,19.46846154,53.9,4.1,19.07142857,53.9,0.0,0.0,0.0,14.18672241,0.0,0.3970329700000015
garden10,garden_tools,01-05-2018,29,1559.1,13.51034483,53.70952381,59,341,2,1750,4.2,102,23,8,3,5,2018,9.115164065,32560,53.41515152,4.1,10.75303571,53.70952381,4.2,13.51034483,53.05789474,4.1,12.98,53.9,0.2943722899999983,0.0,0.6516290699999985,2.7573091199999986,0.0,0.5303448299999989
garden10,garden_tools,01-06-2018,6,299.4,23.25166667,49.9,59,341,2,1750,4.2,58,21,9,0,6,2018,2.429117553,32560,49.9,4.1,19.89083333,49.9,4.2,23.25166667,49.9,4.1,22.87866667,53.70952381,0.0,0.0,0.0,3.3608333399999992,0.0,0.37299999999999756
garden10,garden_tools,01-07-2018,14,698.6,33.28142857,49.9,59,341,2,1750,4.2,54,22,9,1,7,2018,8.407666985,32560,49.91,4.1,28.37333333,49.9,4.2,33.28142857,49.9,4.1,20.99,49.9,-0.00999999999999801,0.0,0.0,4.9080952400000015,0.0,12.291428570000004
garden10,garden_tools,01-08-2018,10,499.0,36.442,49.9,59,341,2,1750,4.2,46,23,8,1,8,2018,9.071360306,32560,49.91,4.1,20.32833333,49.9,4.2,36.442,49.9,4.1,32.32,49.9,-0.00999999999999801,0.0,0.0,16.11366667,0.0,4.122
computers6,computers_accessories,01-01-2018,22,3307.8,22.54772727,150.3545455,48,894,1,533,4.3,152,23,8,2,1,2018,8.02919708,4840,156.5113514,4.2,36.8072093,150.3545455,4.3,22.54772727,97.6425,3.5,14.84655172,150.3045455,-6.156805899999995,0.0,52.7120455,-14.259482029999997,0.0,7.7011755499999985
computers6,computers_accessories,01-02-2018,69,10343.1,26.55289855,149.9,48,894,1,533,4.3,202,20,8,2,2,2018,25.18248175,4840,149.0,4.2,41.16322581,149.9,4.3,26.55289855,78.7122807,3.5,14.53591549,150.3545455,0.9000000000000057,0.0,71.18771930000001,-14.610327260000002,0.0,12.016983059999998
computers6,computers_accessories,01-03-2018,51,7644.9,28.47588235,149.9,48,894,1,533,4.3,127,22,9,1,3,2018,18.61313869,4840,136.1428571,4.2,48.0475,149.9,4.3,28.47588235,81.02391304,3.5,18.22148148,149.9,13.75714290000002,0.0,68.87608696000001,-19.57161765,0.0,10.254400869999998
computers6,computers_accessories,01-04-2018,35,5246.5,30.22742857,149.9,48,894,1,533,4.3,107,21,9,1,4,2018,12.77372263,4840,120.9230769,4.2,27.25303571,149.9,4.3,30.22742857,80.66666667,3.5,18.17230769,149.9,28.976923100000008,0.0,69.23333333000001,2.974392860000002,0.0,12.05512088
computers6,computers_accessories,01-05-2018,52,7794.8,18.94307692,149.9,48,894,1,533,4.3,78,23,8,3,5,2018,18.97810219,4840,119.0,4.2,39.2172,149.9,4.3,18.94307692,79.8,3.5,14.41454545,149.9,30.900000000000006,0.0,70.10000000000001,-20.27412308,0.0,4.528531469999999
computers6,computers_accessories,01-06-2018,27,4047.3,27.62666667,149.9,48,894,1,533,4.3,66,21,9,0,6,2018,9.854014599,4840,114.4911538,4.2,53.62555556,149.9,4.3,27.62666667,78.9,3.5,17.328,149.9,35.4088462,0.0,71.0,-25.998888890000003,0.0,10.29866667
computers6,computers_accessories,01-07-2018,13,1948.7,33.57153846,149.9,48,894,1,533,4.3,43,22,9,1,7,2018,4.744525547,4840,119.99,4.2,48.62666667,149.9,4.3,33.57153846,77.9,3.5,14.63857143,149.9,29.91000000000001,0.0,72.0,-15.05512821,0.0,18.93296703
computers6,computers_accessories,01-08-2018,5,749.5,24.76,149.9,48,894,1,533,4.3,18,23,8,1,8,2018,1.824817518,4840,119.99,4.2,39.046,149.9,4.3,24.76,77.9,3.5,13.415,149.9,29.91000000000001,0.0,72.0,-14.285999999999998,0.0,11.345000000000002
health6,health_beauty,01-01-2018,3,185.97,24.05,61.99,50,1257,1,350,3.9,98,23,8,2,1,2018,2.0,2964,23.99,4.3,11.28736842,89.99,4.1,14.811,58.99,3.9,22.67833333,61.94,38.0,-27.999999999999993,3.0,12.76263158,9.239,1.3716666699999998
health6,health_beauty,01-03-2018,13,805.87,28.61461538,61.99,50,1257,1,350,3.9,169,22,9,1,3,2018,8.666666667,2964,23.99,4.3,14.19875,83.74,4.1,11.876875,58.99,3.9,15.228,61.94,38.0,-21.749999999999993,3.0,14.41586538,16.737740379999998,13.38661538
